,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
509,By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,By Your Side (feat. Tom Grennan) [Oliver Heldens Remix],Calvin Harris,7/9/21,238064,59,0.682,0.18,0.682,0.861,0.00684,0.0975,-6.047,0.0442,124.045,4
510,Remember,Remember,Becky Hill,6/18/21,160766,76,0.612,0.041,0.612,0.862,0,0.0907,-2.903,0.037,123.849,4
511,Rasputin,Rasputin,Majestic,2/26/21,186209,80,0.758,0.00364,0.758,0.913,6.92E-05,0.193,-2.926,0.113,128.04,4
512,Follow Me,Follow Me,Sam Feldt,12/10/21,169672,75,0.673,0.083,0.673,0.729,0,0.1,-4.879,0.0496,122.023,4
513,In My Mind - Joel Corry Remix,In My Mind (Joel Corry Remix),Alok,10/15/21,184000,58,0.653,0.00646,0.653,0.74,0,0.136,-6.063,0.0465,122.046,4
514,Savage,Savage,Tiësto,4/29/22,167500,71,0.694,0.191,0.694,0.7,0,0.0719,-5.53,0.0488,127.965,4
515,What Would You Do?,What Would You Do?,Joel Corry,3/18/22,174215,78,0.687,0.149,0.687,0.895,0.00592,0.121,-2.983,0.0474,124.041,4
516,Lovefool - Nicky Romero Remix,Lovefool (Nicky Romero Remix),twocolors,9/30/20,209500,59,0.609,0.0142,0.609,0.798,0.000573,0.155,-3.759,0.0342,126.137,4
517,Bulletproof,Bulletproof,La Roux,5/21/21,162213,69,0.752,0.00341,0.752,0.771,1.73E-05,0.0905,-5.95,0.0311,126.02,4
518,We're Still Young,We're Still Young,Nicky Romero,9/10/21,195000,64,0.521,0.029,0.521,0.831,0,0.349,-3.184,0.0558,127.962,4
519,Love Is Gone (Tiësto Remix),Love Is Gone (Tiësto Remix),SLANDER,12/10/21,169846,55,0.414,0.00264,0.414,0.765,0,0.438,-3.578,0.0479,130.105,4
520,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/21,169153,82,0.824,0.0076,0.824,0.862,0.000132,0.303,-3.424,0.126,122.98,4
521,Where The Lights Are Low,Where The Lights Are Low,Toby Romeo,1/22/21,136995,71,0.759,0.448,0.759,0.807,0,0.105,-5.812,0.122,123.904,4
522,Man On The Moon,World Of Walker,Alan Walker,11/26/21,178625,75,0.668,0.0557,0.668,0.816,1.02E-06,0.197,-5.648,0.0367,129.971,4
523,BED - David Guetta Festival Mix,BED (David Guetta Festival Mix),Joel Corry,4/23/21,235200,58,0.687,0.00409,0.687,0.916,0.258,0.0474,-4.311,0.0668,125.001,4
524,Oohla Oohla,Together Again,Tiësto,10/15/21,143280,52,0.694,0.00198,0.694,0.856,0.000189,0.67,-4.937,0.222,124.923,4
525,No Fun,No Fun,Armin van Buuren,11/19/21,130412,69,0.731,0.00861,0.731,0.904,0.000164,0.0916,-4.774,0.0349,121.03,4
526,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,Ride With Me (feat. Kid Ink) [Brennan Heart Remix],Tungevaag,7/2/21,230400,64,0.693,0.278,0.693,0.864,0.0388,0.0777,-4.17,0.0483,149.998,4
527,Thunder,Thunder,Gabry Ponte,5/7/21,160000,82,0.67,0.0342,0.67,0.896,3.21E-05,0.344,-4.673,0.058,101.216,3
528,Eyes On You,Eyes On You,HUGEL,10/1/21,202515,54,0.917,0.0305,0.917,0.823,0.139,0.131,-6.277,0.12,124.99,4
529,Going Dumb,Going Dumb,Alesso,3/19/21,168601,67,0.834,0.0546,0.834,0.678,0.263,0.103,-6.242,0.0515,121.995,4
530,On My Mind (with JC Stewart),On My Mind (with JC Stewart),Jonasu,11/26/21,179068,55,0.646,0.00819,0.646,0.819,0.0115,0.106,-5.725,0.0351,125.979,4
531,Nobody To Love (with Loren Gray),Nobody To Love (with Loren Gray),TELYKast,3/12/21,146372,63,0.734,0.0937,0.734,0.823,0,0.0853,-3.684,0.0853,122.143,4
532,Moth To A Flame (with The Weeknd),Moth To A Flame,Swedish House Mafia,10/22/21,234000,70,0.542,0.00279,0.542,0.659,0,0.105,-7.289,0.0389,120.122,4
533,Pepas,Pepas,Farruko,6/24/21,287120,87,0.762,0.00776,0.762,0.766,6.98E-05,0.128,-3.955,0.0343,130.001,4
534,Dopamine (feat. Eyelar),Dopamine (feat. Eyelar),Purple Disco Machine,8/27/21,216091,1,0.689,0.0537,0.689,0.797,0,0.212,-5.604,0.128,117.982,4
535,Stay the Night,Stay the Night,Sigala,5/20/22,171954,70,0.636,0.177,0.636,0.936,0,0.0879,-2.65,0.0729,124.034,4
536,Okay,Okay,Nicky Romero,7/23/21,151312,61,0.513,0.0463,0.513,0.836,0,0.128,-3.781,0.0579,124.964,4
537,Somebody To Use,Somebody To Use,Alesso,11/19/21,154031,58,0.604,0.113,0.604,0.792,1.88E-05,0.149,-4.5,0.0866,119.953,4
538,Good Ones - Joel Corry Remix,Good Ones (Joel Corry Remix),Charli XCX,10/4/21,165141,60,0.719,0.0385,0.719,0.807,0.0178,0.121,-4.383,0.0365,124.961,4
539,Losing My Mind,Losing My Mind,Majestic,8/6/21,204849,57,0.601,0.0317,0.601,0.881,0.0364,0.441,-3.834,0.0291,125.026,4
540,Destination,Destination,DLMT,1/15/21,185364,49,0.779,0.0575,0.779,0.884,4.04E-06,0.093,-4.074,0.0878,121.981,4
541,Sweet Talker,Sweet Talker,Years & Years,11/24/21,176930,68,0.429,0.228,0.429,0.905,0,0.0714,-2.93,0.0512,121.025,4
542,Believe Me,Believe Me,Navos,1/22/21,188260,73,0.629,0.129,0.629,0.876,1.39E-06,0.29,-5.572,0.0408,124.999,4
543,Fireworks (feat. Moss Kena & The Knocks),Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,2/19/21,199705,10,0.751,0.00714,0.751,0.764,3.76E-06,0.154,-5.268,0.045,118.026,4
544,We'll Be Dancing Soon,We'll Be Dancing Soon,Dimitri Vegas & Like Mike,4/23/21,158312,56,0.763,0.0565,0.763,0.853,2.62E-06,0.149,-4.538,0.17,119.958,4
545,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,8/13/21,202735,89,0.796,0.034,0.796,0.798,4.19E-05,0.0952,-6.312,0.0317,116.032,4
546,Don't Be Shy,Don't Be Shy,Tiësto,8/12/21,140500,84,0.77,0.198,0.77,0.787,0,0.262,-3.748,0.0583,119.986,4
547,Burning (feat. Camden Cox),Burning (feat. Camden Cox),Eli & Fur,9/3/21,186390,51,0.67,0.0122,0.67,0.796,0.0117,0.0735,-5.832,0.0377,122.99,4
548,CTRL + ALT + DEL,CTRL + ALT + DEL,Rêve,9/17/21,153166,69,0.779,0.035,0.779,0.763,1.65E-06,0.112,-5.58,0.34,119.94,4
549,All We Got (feat. KIDDO) - Ofenbach Remix,All We Got (feat. KIDDO) [Ofenbach Remix],Robin Schulz,11/13/20,129814,64,0.803,0.0522,0.803,0.796,2.69E-05,0.25,-5.077,0.0343,114.95,4
550,Call On Me,Call On Me,RAYE,6/11/21,194880,66,0.582,0.021,0.582,0.889,0,0.687,-4.386,0.0491,121.977,4
551,Never Going Home,Never Going Home,Kungs,5/21/21,169944,75,0.836,0.0907,0.836,0.846,0.047,0.057,-4.673,0.0392,122.042,4
552,Weekend,Weekend,Mufasa & Hypeman,8/27/21,170022,63,0.761,0.0594,0.761,0.939,0.00158,0.0843,-3.34,0.0729,119.981,4
553,Follow,Follow,Martin Garrix,3/25/22,221220,71,0.588,0.0333,0.588,0.78,0.193,0.0728,-6.102,0.0432,127.085,4
554,Good Luck,Good Luck,Mabel,3/18/22,235417,69,0.696,0.113,0.696,0.792,0,0.0564,-5.659,0.0494,121.962,4
555,Promises,Promises,Diplo,9/28/21,201176,44,0.551,0.0177,0.551,0.714,0,0.191,-7.757,0.0431,122.108,4
556,Kids (feat. MKLA),Kids (feat. MKLA),KSHMR,8/14/20,184687,66,0.744,0.0107,0.744,0.866,0.0537,0.528,-4.834,0.106,128.027,4
557,Love Tonight - Edit,Love Tonight,Shouse,12/14/17,241970,79,0.727,0.00214,0.727,0.681,0.000307,0.0861,-7.114,0.0265,123.028,4
558,1x1,1x1,Galantis,5/13/22,139435,64,0.887,0.0176,0.887,0.863,0.0594,0.288,-4.2,0.0697,120.028,4
559,Vibe,Vibe,Mike Candys,6/18/21,141001,62,0.937,0.013,0.937,0.823,0.397,0.121,-2.867,0.0956,126.063,4
560,Show Me A Sign (with MKLA),Show Me A Sign,Ship Wrek,2/18/22,223283,54,0.717,0.0437,0.717,0.763,6.02E-05,0.154,-5.178,0.0559,126.002,4
561,Overpass Graffiti - TCTS Remix,Overpass Graffiti (TCTS Remix),Ed Sheeran,10/28/21,276295,50,0.69,0.000938,0.69,0.915,0.000875,0.0618,-3.778,0.0414,126.046,4
562,It Ain't Right,It Ain't Right,Shane Codd,11/5/21,208083,60,0.676,0.0414,0.676,0.896,6.41E-06,0.0519,-3.706,0.0425,125.997,4
563,Friday,Friday,Timmy Trumpet,11/12/21,146983,60,0.794,0.0348,0.794,0.839,0.0367,0.0787,-8.382,0.0576,121.049,4
564,Rise (feat. Tasita D'Mour) - Edit,Rise (feat. Tasita D'Mour),Purple Disco Machine,12/3/21,193268,41,0.747,0.266,0.747,0.81,0.132,0.0579,-5.487,0.0324,122.001,4
565,Human (feat. Echoes),Human (feat. Echoes),John Summit,11/24/21,219047,70,0.544,0.00162,0.544,0.856,0.818,0.0763,-6.84,0.0314,125.992,4
566,Like That,Like That,Seamus D,12/10/21,180719,64,0.718,0.0173,0.718,0.754,0.0111,0.143,-7.919,0.0374,123.98,4
567,Love Me Better (with Shift K3Y & Marc E. Bassy),Love Me Better,Dillon Francis,6/25/21,150771,55,0.755,0.0253,0.755,0.716,0.00149,0.131,-5.089,0.0376,124.018,4
568,Marching Band,Marching Band,Surf Mesa,3/25/22,193548,57,0.773,0.000943,0.773,0.81,0.0541,0.379,-6.794,0.0371,123.991,4
569,Redlight,Redlight,Swedish House Mafia,2/25/22,242904,58,0.716,0.00857,0.716,0.655,0.162,0.0572,-5.999,0.0444,125.012,4
570,Sun Came Up,Sun Came Up,Sofi Tukker,9/2/21,202905,65,0.673,0.0243,0.673,0.625,0.0219,0.0577,-6.854,0.0272,124.001,4
571,Talk About,Talk About,Rain Radio,5/14/21,161040,72,0.814,0.000222,0.814,0.874,0.522,0.276,-5.316,0.0425,123.992,4
572,Alive (with Roland Clark),Alive (with Roland Clark),Various Artists,11/12/21,221471,53,0.68,0.0149,0.68,0.912,0.0316,0.69,-8.785,0.058,124.994,4
573,Let You Go,Diplo,Diplo,3/4/22,234374,62,0.584,0.101,0.584,0.955,0.00243,0.092,-4.197,0.0507,128.04,4
574,Young Forever,Young Forever,Lilly Ahlberg,3/12/21,218293,46,0.846,0.0219,0.846,0.637,0.000826,0.0636,-7.388,0.037,120.997,4
